No_Inscription;No_Region_MEF;Nom_Dossier;Adresse;Qualite_Sol_Residuel*;Code_Muncp;NO_MRC;Contaminants_sols;Contaminants_eau;LATITUDE_DEG_DEC_NAD83;LONGITUDE_DEG_DEC_NAD83
8190;7;Ancien concessionnaire Suzuki;"267, rue Notre-Dame
Gatineau";R : Non terminée;81017;810;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;45.48202;-75.6461
8192;15;terrain (Himax inc.);;R : Non terminée;76043;760;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.6152525494;-74.4947235978
8195;7;Gilles Paquette;;R : Non terminée;81017;810;Hydrocarbures pétroliers C10 à C50,;0;45.4926944444;-75.6734722222
8196;3;Office municipal d'habitation de Québec;1415 à 1475, avenue de Guyenne;R : Non terminée;23027;230;Acénaphtène, Acénaphthylène, Anthracène, Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(c)phénanthrène, Benzo(g,h,i)pérylène, Chrysène, Cuivre (Cu), Dibenzo(a,h)anthracène, Dibenzo(a,i)pyrène, Dibenzo(a,l)pyrène, Diméthyl-7,12 Benzo(a)anthracène, Fluoranthène, Fluorène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Indéno(1,2,3-cd)pyrène, Méthyl naphtalènes (chacun), Méthyl-3 cholanthrène, Naphtalène, Nickel (Ni), Phénanthrène, Pyrène, Zinc (Zn),;0;46.8260403796;-71.2411520279
8199;3;Taxis Coop Québec 525-5191;"496, 2e Avenue
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;Hydrocarbures pétroliers C10 à C50,;46.8223016925;-71.227942021
8201;1;M.T.Q, lot 58;"194, route 185
St-Louis-du-Ha! Ha!";R : Non terminée;13080;130;Cadmium (Cd), Hydrocarbures pétroliers C10 à C50,;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;47.6747;-68.998
8209;6;Petro-Canada (Quai Petro-Canada, Montréal);"9980, rue Notre-Dame Est
Montréal-Est  Qc";R : Non terminée;66007;660;Hydrocarbures pétroliers C10 à C50, Manganèse (Mn), Méthyl naphtalènes (chacun),;0;45.6157130554;-73.5052085149
8211;8;East Amphi (secteur des infrastructures minières);;R : Non terminée;89015;890;Chrome total (Cr), Nickel (Ni),;0;48.1456664974;-78.1490119852
8214;3;Marc Giroux;"211, chemin du Tour-du-Lac
Lac-Beauport";R : Non terminée;22040;220;Hydrocarbures pétroliers C10 à C50,;0;46.9543396617;-71.2712748638
8215;8;Entreprises C. Pouliot (94, Route 393 Sud) Claude Carrier;"94, Route 393 sud
CP 202
La Sarre (Qc)";R : Non terminée;87090;870;Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Plomb (Pb),;0;48.7718888889;-79.2
8217;3;Henri Cloutier;"109 et 115 avenue Bernatchez
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;46.8111111111;-71.2597222222
8218;16;Bennett Fleet (Chambly)inc.;"2700, rue Bourgogne         
Chambly                  
";R : Non terminée;57005;570;Hydrocarbures aromatiques polycycliques*, Métaux*,;Métaux*,;45.4393055556;-73.2575555556
8219;3;Belley, Claire;"252, rue Principale
Saint-Aimé-des-Lacs";R : Non terminée;15030;150;Hydrocarbures pétroliers C10 à C50,;0;47.7103888889;-70.3678333333
8222;16;192, rue St-Louis;"192, rue St-Louis
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;Cuivre (Cu), Plomb (Pb),;45.3118223425;-73.2608170586
8226;7;Camille Chamoun (terrain);"1341, chemin Vanier
Gatineau 
";R : Non terminée;81017;810;Hydrocarbures pétroliers C10 à C50,;0;45.4503333333;-75.8195555556
8227;16;Projet résidentiel Seigneurie de Pincourt;"Points milliaires 17.00 à 17.50 de la subdivision de Vaudreuil
Pincourt";R : Non terminée;71070;710;0;0;45.3877229765;-73.9761824224
8232;6;Station service A.M.Y. inc;"11000, Côte de Liesse 
Montréal";R : Non terminée;66023;660;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.4601944444;-73.7238888889
8235;16;Unical inc.;"550, rue Parc industriel
Longueuil";R : Non terminée;58227;580;Hydrocarbures aromatiques polycycliques*,;0;45.5436454638;-73.4947556561
8243;16;Terrain vacant, rues Marois et Magdeleine;;R : Non terminée;67035;670;Hydrocarbures aromatiques polycycliques*,;0;45.3934722222;-73.5925833333
8245;16;Recyclo-Centre;"165, avenue Hotêl-Dieu
Sorel-Tracy";R : Non terminée;53052;530;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;46.044;-73.107
8251;7;ancienne station service Shell;"190, boulevard Alexandre-Taché
Gatineau";R : Non terminée;81017;810;Hydrocarbures pétroliers C10 à C50,;0;45.4236;-75.734
8252;6;9127-5271 Québec inc.;"2801 - 2827, chemin Saint-Rémi
Dorval";R : Non terminée;66023;660;Hydrocarbures pétroliers C10 à C50,;0;45.4756035291;-73.7886396701
8254;14;Yves Bernier;981 des Glaïeuls;R : Non terminée;64015;640;Plomb (Pb),;0;45.755696;-73.658007
8255;16;Ancien terrain de Spexel/Domtar;"19, rue Mill
Beauharnois";R : Non terminée;70022;700;Biphényles polychlorés (BPC), Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Manganèse (Mn), Zinc (Zn),;Chlorure de vinyle (chloroéthène), Dichloro-1,1 éthène, Dichloro-1,2 éthène (cis et trans), Trichloroéthylène,;45.3136138889;-73.8811277778
8256;6;Yum Restaurant International à Montréal;"3090, rue Hochelaga
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;45.5381133347;-73.5528783334
8257;13;Garage D. & D. inc.;"320, boul. Lévesque est
Laval";R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;45.5691414075;-73.6731353549
8261;3;Canadian Tire;"620 à 630 boulevard Wilfrid-Hamel
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Naphtalène, Toluène, Xylènes (o,m,p),;Hydrocarbures aromatiques volatiles*,;46.8166666667;-71.2522222222
8265;1;Garage Caron et Frères inc;"283, rue Seigneur-Côté
L'Isle-Verte";R : Non terminée;12043;120;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;48.0097;-69.3443
8272;6;Rue Notre-Dame;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Métaux*,;Phosphore total (P-PO4-3), Sulfures (H2S),;45.586110134;-73.5259630294
8273;16;Nouveau site d'un réservoir souterrain d'eau;;R : Non terminée;67015;670;Manganèse (Mn),;0;45.4019874996;-73.4671719585
8279;7;Dépôt pétrolier Sonic;"197, rue Papineau
Papineauville";R : Non terminée;80037;800;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;45.6163694444;-75.0112305556
8280;7;Grant's Garage;"82, route 105
La Pêche";R : Non terminée;82035;820;Xylènes (o,m,p),;Éthylbenzène, Toluène, Xylènes (o,m,p),;45.62;-75.925
8281;3;Ville de Québec (boulevard Wilfrid-Hamel);;R : Non terminée;23027;230;Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;Hydrocarbures pétroliers C10 à C50,;46.7763888889;-71.3708333333
8283;3;Base des Forces Canadiennes de Valcartier (secteur 1);"Terrain d'exercice des pompiers
Saint-Gabriel-de-Valcartier";R : Non terminée;22025;220;Plomb (Pb),;0;46.91725;-71.48945
8284;17;2551-8168 Québec inc.;"735,  route Saint-Louis
Saint-Eugène";R : Non terminée;49105;490;Hydrocarbures aromatiques volatiles*,;Hydrocarbures aromatiques volatiles*,;45.8042380635;-72.6977228899
8286;7;ancienne station-service et atelier mécanique;"1864, route 148
Pontiac";R : Non terminée;82030;820;Cadmium (Cd), Cuivre (Cu), Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;Hydrocarbures aromatiques volatiles*, Plomb (Pb),;45.503;-75.968
8287;9;Les enseignes Visicom inc.;"9, rue Saint-Laurent
(secteur Moisie)
Sept-Iles";R : Non terminée;97007;971;Hydrocarbures pétroliers C10 à C50,;0;50.1937221521;-66.089288881
8294;6;102752 Canada inc.;"405-425, 18 Avenue, 420-440, 19 Avenue, 1840-1850, rue Victoria.
Lachine  Québec";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*, Soufre total (S),;Hydrocarbures aromatiques polycycliques*, Métaux*,;45.4364166667;-73.6807638889
8296;1;Ancien dépôt pétrolier numéro 44-0515;;R : Non terminée;9085;90;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;48.599626;-68.211876
8307;15;terrain (9165-6108 Québec inc.);"770-775, rue Labelle 
Mont-Tremblant (Secteur St-Jovite)";R : Non terminée;78102;780;Cadmium (Cd), Chrome total (Cr), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Nickel (Ni), Plomb (Pb), Zinc (Zn),;0;46.169615;-74.597593
8313;16;Mont Bruno Ford - Développemnts SICAM;"177, boulevard Sir-Wilfrid-Laurier
Saint-Basile-le-Grand";R : Non terminée;57020;570;Hydrocarbures pétroliers C10 à C50,;0;45.5288833333;-73.2894944444
8315;5;Terrain voisin de la station service;"3563, rue Bernier
Lac-Mégantic";R : Non terminée;30030;300;Éthylbenzène, Toluène, Xylènes (o,m,p),;Éthylbenzène, Xylènes (o,m,p),;45.5825;-70.895
8321;13;Système de distribution d'eau potable Laval;Laval;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*, Métaux*,;0;45.55173093;-73.7939689868
8322;13;Secteur des rues Pilote, Cuviller et Cherrier;;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*, Métaux*,;0;45.55173093;-73.7939689868
8324;6;La Relance;"11780, rue Notre-Dame est
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.636847;-73.49166
8329;6;Dorval Property Corporation;"310 - 384, avenue Dorval
Dorval";R : Non terminée;66087;660;Hydrocarbures chlorés*,;0;45.4440333695;-73.7430854607
8332;6;Versailles 48 inc. situé au 139-141 boul. de Mtl-Est à Mtl-Est;"139-141 boul. de Mtl-Est
Mtl-Est";R : Non terminée;66007;660;Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Sélénium (Se),;0;45.6291416667;-73.5049694444
8333;9;Site d'enfouissement (lot 1-A-P);;R : Non terminée;97007;971;Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;50.1945852635;-66.0878350224
8336;5;Lot 35 - Ancienne station service;"70, rue Angus Sud
East Angus";R : Non terminée;41060;410;Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;45.4788888889;-71.6647222222
8338;7;Brunette Auto Parts;"0, rue Labrie
Gatineau";R : Non terminée;81017;810;Hydrocarbures pétroliers C10 à C50,;0;45.4757222222;-75.7454166667
8340;11;Harold Mercier et Marie-Lyne Blanchette;"624, 7e rue
Murdochville";R : Non terminée;3025;30;Arsenic (As), Cuivre (Cu), Plomb (Pb),;0;48.961279;-65.497574
8341;11;Chrétien Ghislain et Yvette Whitty;"621, 7e Rue
Murdochville";R : Non terminée;3025;30;Arsenic (As), Molybdène (Mo), Plomb (Pb),;0;48.961519;-65.497831
8342;11;Laurin Robert;"632, 7e Rue
Murdochville";R : Non terminée;3025;30;Arsenic (As), Cuivre (Cu), Plomb (Pb),;0;48.961273;-65.497283
8343;11;Poirier Aline;"633, 6e Rue
Murdochville";R : Non terminée;3025;30;Arsenic (As), Cuivre (Cu), Molybdène (Mo), Plomb (Pb),;0;48.961678;-65.497244
8345;11;Roussel Réal;"605, 6e Rue
Murdochville";R : Non terminée;3025;30;Arsenic (As),;0;48.960655;-65.498324
8346;11;Gouvernement du Québec (MRNF);;R : Non terminée;3025;30;Cuivre (Cu), Molybdène (Mo),;0;48.951983;-65.495269
8347;11;Xstrata Canada Corporation;"53, chemin de la Mine
Murdochville";R : Non terminée;3025;30;Arsenic (As), Cuivre (Cu), Molybdène (Mo), Sélénium (Se),;0;48.961723;-65.520374
8358;5;Ville de Sherbrooke-lot 3 739 034 Partie Est à Fleurimont;"555, rue des Grandes-Fourches Sud, Bloc B
C.P. 610
Sherbrooke";R : Non terminée;43027;430;Zinc (Zn),;0;45.408275;-71.820888
8359;13;Ville de Laval;;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;;
8360;16;A. Racine & Fils ltée (Esso);"73, rue de l'Église Sud
Lacolle";R : Non terminée;56023;560;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;45.0756388889;-73.3746111111
8366;11;École Sainte-Marie;;R : Non terminée;4037;40;Hydrocarbures pétroliers C10 à C50,;0;49.144158;-66.444142
8376;16;Aire de Service - halte routière;"Sortie 12
Autoroute 40 Est
Rigaud";R : Non terminée;71133;710;Hydrocarbures pétroliers C10 à C50,;0;45.477912;-74.284554
8378;6;Section 104 du Port de Montréal;;R : Non terminée;66007;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50, Métaux*,;Xylènes (o,m,p),;;
8381;13;"Est boul. Ste-Rose et Est Terrasse Dufferin
à Sainte-Rose";;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;;
8383;16;Rue Jogues (entre 132 et boulevard marie-victorin);;R : Non terminée;67030;670;Hydrocarbures pétroliers C10 à C50, Manganèse (Mn),;0;;
8389;3;Ville de Québec;"415, boulevard Raymond
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8832934062;-71.1832628686
8393;15;Garage Réjean Beauregard inc.;"981, boul. Des Ruisseaux
Des Ruisseaux";R : Non terminée;79088;790;0;Cuivre (Cu), Manganèse (Mn), Zinc (Zn),;46.5619034187;-75.561460907
8397;10;Camp forestier 105 (Matagami);"KM 105 Route de la Baie-James
70 km au nord-est de Matgami
Baie-James";R : Non terminée;99060;991;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;50.3732;-76.9756
8400;7;Tigre Géant;"715, boulevard Maloney Est
Gatineau";R : Non terminée;81017;810;Hydrocarbures pétroliers C10 à C50,;Cuivre (Cu), Sélénium (Se), Zinc (Zn),;45.4841111111;-75.6231944444
8404;16;Artopex inc.;"1050, boul. Industriel
Granby";R : Non terminée;47017;470;Métaux*,;Zinc (Zn),;45.37875;-72.7722222222
8406;6;58e Avenue entre les rues de Clichy et boulevard Gouin, arr. PDP et PAT;;R : Non terminée;66023;660;Benzène, Benzo(b+j+k)fluoranthène, Éthylbenzène, Manganèse (Mn), Méthyl naphtalènes (chacun), Xylènes (o,m,p),;0;45.6595280125;-73.5713480503
8408;6;10e Avenue entre les rues Notre-Dame et William-Macdonald, arr. Lachine;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.4360462802;-73.6726895369
8410;12;Ste-Croix-de-Lotbinière (Fonderie Bibby);"6200, rue Principale          
Sainte-Croix 
";R : Non terminée;33102;330;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Trichloro-1,1,1 éthane, Xylènes (o,m,p),;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Trichloro-1,1,1 éthane, Xylènes (o,m,p),;46.6244111111;-71.7357194444
8411;6;Le Quartier des écluses inc.;"36, rue Queen
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.496998;-73.55396
8416;6;École Pierre-Dupuy;;R : Non terminée;66023;660;Manganèse (Mn),;0;45.5299895478;-73.5570230616
8419;8;Dépanneur O'Neill (831, rue Royale);"831, rue Royale
Malartic";R : Non terminée;89015;890;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;48.1352953296;-78.1261017024
8422;9;Station-service (9018-0456 Québec inc. - Station service dépanneur des berges);"138, route 138
Les Bergeronnse";R : Non terminée;95018;950;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;48.2506924742;-69.5299510683
8425;6;"200, boulevard Marcel-Laurin - lot 2 409 431
";;R : Non terminée;66023;660;Chlorure de vinyle (chloroéthène), Cuivre (Cu), Étain (Sn), Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Molybdène (Mo), Plomb (Pb), Trichloroéthylène, Xylènes (o,m,p), Zinc (Zn),;Aluminium (Al), Chlorures (Cl-), Nitrite (N-NO2-), Sélénium (Se), Sulfures (H2S), Tétrachloroéthène,;45.5042747525;-73.6772745336
8426;15;Manoir Oka inc.;"2083, chemin Oka              
Oka           
";R : Non terminée;72032;720;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.534611;-73.902807
8427;6;Égout pluvial pour avenues Shipton Park, Waverly, Parc-Penhurst et Condover à Pte-Claire;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*,;0;;
8428;6;Lot no. 1 182 572, Arrondissement Ville-Marie;;R : Non terminée;66023;660;Étain (Sn),;0;45.5147257134;-73.5496669205
8433;10;Garage municipal de Kuujjuaq;;R : Non terminée;99095;992;Hydrocarbures pétroliers C10 à C50,;0;58.1111388889;-68.4048194444
8435;6;Projet résidentiel Le Valencia;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Manganèse (Mn),;0;45.623856029;-73.5941025972
8436;16;1263, rue Principale;"1263, rue Principale
Saint-Dominique";R : Non terminée;54060;540;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.5631138889;-72.8584444444
8437;13;Prolongation de la rue Frégault à Laval;;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;;
8444;6;1220, Notre-Dame Ouest, Lot 1 853 414;;R : Non terminée;66023;660;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;45.4936877119;-73.5638167321
8445;16;Esso (no 44-0525);"324, chemin du Ridge
Saint-Bernard-de-Lacolle";R : Non terminée;68005;680;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;45.0166;-73.4533
8449;3;9167-5330 Québec inc.;"11280, boulevard Sainte-Anne Beaupré 
";R : Non terminée;21025;210;Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;47.0487833333;-70.8886527778
8450;2;Pont Carbonneau - Saint-Félicien;;R : Non terminée;91042;910;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques volatiles*,;48.6588888889;-72.4458333333
8451;16;Logik Automobile inc.;"169, rue Lasalle
Saint-Constant";R : Non terminée;67035;670;Étain (Sn), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Manganèse (Mn),;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Trichloroéthylène,;45.369315;-73.572122
8455;16;Île-Perrot Chevrolet Ltée;"10, Boulevard Don-Quichotte
Île-Perrot";R : Non terminée;71060;710;Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;45.391153;-73.967471
8456;16;Ami Auto (inc.);"276, boul. d'Anjou
Châteauguay";R : Non terminée;67050;670;Arsenic (As), Manganèse (Mn),;0;45.3551666667;-73.7188333333
8457;6;Andritz AG;"390, rue Sherbrooke
Lachine";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Métaux*,;0;45.445093;-73.667636
8462;3;Ville de Québec (avenue Belvédère);;R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Zinc (Zn),;0;46.8013619707;-71.2455032486
8464;3;Ultramar ltée (7440, Henri-Bourassa);"7440, boulevard Henri-Bourassa
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Naphtalène, Toluène, Xylènes (o,m,p),;Benzène, Xylènes (o,m,p),;46.8591666667;-71.2638055556
8471;13;Parc Buteau entre les rues Buteau et Cuvillier;Parc Buteau entre les rues Buteau et Cuvillier;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*,;0;45.5532319743;-73.7925205495
8478;13;Stationnement incitatif de la gare Vimont à Laval;;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.6038182948;-73.7414669312
8480;2;Rio Tinto Alcan inc. - Usine Vaudreuil;"1955, boul. Mellon, C. P. 1500
Jonquière";R : Non terminée;94068;941;*;*;48.4239763504;-71.1412482551
8483;2;Décontamination partie sud du site;"1855, boulevard Renaud
Chicoutimi";R : Non terminée;94068;941;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;48.4403076136;-71.00901219
8487;6;Partie du terrain qui  n'est pas associée au stationnement;5441, Notre-dame Ouest;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.4679541278;-73.5980508777
8488;2;Dépanneur Duchesne enr. (Jonquière);"2757, boul. du Royaume
Jonquière";R : Non terminée;94068;941;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Xylènes (o,m,p),;48.405995;-71.180295
8489;6;Ancien dépotoir boisé de l'Héritage;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Métaux*,;0;;
8490;6;Maison des sourds - lot 3790475;"2200, boulevard Crémazie Est
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.555533;-73.618439
8492;3;Shell Canada;"4665, avenue de Gaulle
Québec";R : Non terminée;23027;230;Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;46.8513621046;-71.2387375933
8493;12;Ancienne scierie Sylvain;;R : Non terminée;31100;310;Arsenic (As), Cobalt (Co), Cuivre (Cu), Manganèse (Mn), Nickel (Ni), Zinc (Zn),;Aluminium (Al), Arsenic (As), Baryum (Ba), Cadmium (Cd), Cuivre (Cu), Manganèse (Mn), Mercure total (Hg), Nickel (Ni), Plomb (Pb), Zinc (Zn),;46.1816666667;-71.4614444444
8498;16;Dupré, Chevrolet-Oldsmobile-Cadillac inc.;"18, boulevard Sir-Wilfrid-Laurier
McMasterville";R : Non terminée;57025;570;Hydrocarbures pétroliers C10 à C50,;0;45.5484765516;-73.2208535194
8500;16;Montupet ltée;"500, rue Léger
Rivière-Beaudette";R : Non terminée;71005;710;0;Aluminium (Al), Manganèse (Mn),;45.225125;-74.3401888889
8502;16;Autobus J. Leblanc inc.;"250, Boulevard Poliquin
";R : Non terminée;53052;530;Cobalt (Co), Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Nickel (Ni),;0;46.03722;-73.089166
8503;16;Aliments Ultima inc. (CN);"Rue Principale
Granby";R : Non terminée;47017;470;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Soufre total (S),;Hydrocarbures aromatiques polycycliques*,;;
8504;1;Calko (Canada) inc.;"5, rue Sainte-Anne
Rivière-du-Loup";R : Non terminée;12072;120;Hydrocarbures aromatiques polycycliques*, Hydrocarbures chlorés*, Hydrocarbures pétroliers C10 à C50,;Phosphore total (P-PO4-3),;47.83299;-69.533624
8505;3;Secteur d'entraînement de la Garnison Valcartier;;R : Non terminée;22020;220;Cuivre (Cu), Plomb (Pb),;0;;
8505;3;Secteur d'entraînement de la Garnison Valcartier;;R : Non terminée;22025;220;Cuivre (Cu), Plomb (Pb),;0;;
8506;16;Développement résidentiel le Terroir;Terrain vacant entre l'allée des Sorbiers, le boul. Maricourt et la rue Cornwall (future rue des Hydrangées, rue des Pommetiers et rue des Châtaigniers) - Arr. Saint-Hubert;R : Non terminée;58227;580;Étain (Sn), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;45.4743647799;-73.4154540945
8509;6;4601, boul. Saint-Jean - Dollard-des-Ormeaux;"4601, boul. Saint-Jean
Dollard-des-Ormeaux";R : Non terminée;66142;660;Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;45.4859439951;-73.8470552622
8515;16;CPE La Petite Semence;"2805, rue Sainte-Hélène
Longueuil                            
";R : Non terminée;58227;580;Baryum (Ba), Cadmium (Cd), Chrome total (Cr), Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Manganèse (Mn), Molybdène (Mo), Nickel (Ni), Zinc (Zn),;Acénaphtène, Aluminium (Al), Cadmium (Cd), Cuivre (Cu), Nickel (Ni), Plomb (Pb), Zinc (Zn),;45.5092499269;-73.471654974
8517;16;Ultramar ltée;"3620, chemin Harwood
Vaudreuil-Dorion";R : Non terminée;71083;710;0;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;45.436613;-74.127078
8520;13;Prolongation du boul. Robert-Bourassa et l'ave des Aristocrates sur les lots 1392148 ...;;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*,;0;45.6146921094;-73.6821020802
8521;16;Pelletier, Clément;"151, rue Principale
Sainte-Angèle de Monnoir";R : Non terminée;55030;550;Hydrocarbures pétroliers C10 à C50,;0;45.3897222222;-73.1125
8523;6;Lot 1 459 359;"3700-3708. boulevard St-Jean
Dollard-des-Ormeaux";R : Non terminée;66142;660;Hydrocarbures pétroliers C10 à C50, Tétrachloroéthène, Trichloroéthylène,;Tétrachloroéthène,;45.4734863438;-73.8356699896
