No_Inscription;No_Region_MEF;Nom_Dossier;Adresse;Qualite_Sol_Residuel*;Code_Muncp;NO_MRC;Contaminants_sols;Contaminants_eau;LATITUDE_DEG_DEC_NAD83;LONGITUDE_DEG_DEC_NAD83
8525;3;"AFG Industries ltée
";"350, rue de Copenhague
Saint-Augustin-de-Desmaures
Québec";R : Non terminée;23072;230;Soufre total (S),;0;46.7491505935;-71.4598659759
8527;17;"2631-4799 Québec inc.
Saint-Louis-de-Blanford";"195, 2e Rang
Saint-Louis-de-Blandford";R : Non terminée;39170;390;Hydrocarbures aromatiques volatiles*,;Hydrocarbures aromatiques volatiles*,;46.2182688554;-72.0544514937
8535;14;Station-Service C. Robitaille inc.;"670, Principale
St-Thomas";R : Non terminée;61027;610;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;46.0127938395;-73.3565398148
8538;2;Installations hydroélectriques d'Isle-Maligne;;R : Non terminée;93042;930;Hydrocarbures aromatiques polycycliques*,;Hydrocarbures pétroliers C10 à C50,;;
8542;4;Ancienne Station-service Texaco (Esso 44-0359);"2001, rue Laviolette
Trois-Rivières";R : Non terminée;37067;371;Hydrocarbures aromatiques volatiles*,;0;46.356666;-72.555394
8543;16;Les Immeubles Centre de la Nature inc.;"373, chemin Larocque
Salaberry-de-Valleyfield";R : Non terminée;70052;700;Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun),;0;45.2438888889;-74.1269444444
8545;16;Sambault, Gérard / Canada ltée;"rang Saint-Simon                 
Saint-Isidore                    
";R : Non terminée;67040;670;Hydrocarbures aromatiques volatiles*, Hydrocarbures chlorés*, Hydrocarbures lourds*, Métaux*,;0;45.301584;-73.65949
8547;13;Produits Chimiques Spécialisés Hexion Canada, inc.;"2075, boul. Francis-Hugues
Laval                       
";R : Non terminée;65005;650;Formaldéhyde, Hydrocarbures pétroliers C10 à C50, Métaux*,;Arsenic (As), Azote ammoniacal (NH4+), Cuivre (Cu), Formaldéhyde,;45.5813888889;-73.7216666667
8550;6;3841-3847 Saint-Hubert;"3841-3847 Saint-Hubert
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;45.521656;-73.571735
8554;3;Gestion Plamondon inc.;"205, route 138
Donnacona";R : Non terminée;34025;340;Hydrocarbures pétroliers C10 à C50,;0;46.6827777778;-71.7297222222
8559;7;Résidence - Société hypothécaire Scotia;348, Vieux Chemin Mayo;R : Non terminée;82005;820;Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;45.6361722222;-75.3836805556
8561;16;Super plus inc. (Petro-T);"187, rue Fréchette
Granby";R : Non terminée;47017;470;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Hydrocarbures légers*,;45.4086111111;-72.7363888889
8564;1;Ancienne station-service Irving no 11050 - Causapscal;"344, rue Saint-Jacques Nord
Causapscal";R : Non terminée;7018;70;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;0;48.364843;-67.233648
8565;15;Havre du ruisseau (ville de Sainte-Thérèse);"boul. René-A.-Robert
Sainte-Thérèse";R : Non terminée;73010;730;0;Arsenic (As), Baryum (Ba), Benzo(a)pyrène, Chloroforme, Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Manganèse (Mn), Nickel (Ni), Sodium,;;
8572;7;Cour Montcalm - Projet Rapibus;;R : Non terminée;81017;810;Benzo(b+j+k)fluoranthène, Soufre total (S),;0;45.4269444444;-75.7305555556
8578;12;Desserte routière Enviroparc de l'Auberivière;;R : Non terminée;25213;251;Métaux*,;0;46.7538888889;-71.1791666667
8580;3;COREM;"1180, rue de la Minéralogie
Québec";R : Non terminée;23027;230;Anthracène, Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Chrysène, Cuivre (Cu), Dibenzo(a,h)anthracène, Fluoranthène, Hydrocarbures pétroliers C10 à C50, Indéno(1,2,3-cd)pyrène, Phénanthrène, Plomb (Pb), Pyrène, Soufre total (S), Zinc (Zn),;Cuivre (Cu), Hydrocarbures pétroliers C10 à C50,;46.8024833333;-71.2547472222
8583;4;Société Laurentide inc. (usine Shawinigan-Sud);"4660, 12e Avenue
Shawinigan  
";R : Non terminée;36033;360;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Huiles et graisses totales*, Hydrocarbures aromatiques volatiles*,;46.4953023026;-72.7172818417
8584;15;Garage J.L. Lacroix;"2505, boul. Labelle
Prévost";R : Non terminée;75040;750;Hydrocarbures aromatiques volatiles*,;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;45.8251314215;-74.050514878
8591;12;Menuiserie Claude Dubé inc.;"5629, rue Saint-Georges
Lévis";R : Non terminée;25213;251;0;0;46.8002777778;-71.1819444444
8593;6;Outillage et matrice Cianci inc.;"6145 et 6155, rue Marivaux
Montréal";R : Non terminée;66023;660;Benzo(b+j+k)fluoranthène,;0;45.6012473536;-73.6071015752
8601;12;Station-service Esso à Charny;"3741, avenue des Églises
Lévis";R : Non terminée;25213;251;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Naphtalène, Tébuthiuron, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Naphtalène, Toluène, Xylènes (o,m,p),;46.720008;-71.266397
8603;5;Réseau d'égout (Municipalité de Martinville);;R : Non terminée;44060;440;Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun),;0;;
8604;6;Ancien dépotoir Boisé de l'Héritage - Ville de Montréal;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;;
8606;11;Dostie Cécile;"709, 7e Rue
Murdochville";R : Non terminée;3025;30;Arsenic (As), Cuivre (Cu),;0;48.96195;-65.495935
8607;11;Marchand, Patrice et éric;"529 et 531, 7e Rue
Murdochville";R : Non terminée;3025;30;Arsenic (As), Cuivre (Cu),;0;48.961011;-65.50019
8608;16;P. Baillargeon ltée;"800, rue des Carrières        
Saint-Jean-sur-Richelieu          
";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;0;45.3012155193;-73.3028234047
8609;3;Groupe Conseil TS inc.;"325, rue de l'Espinay
Québec";R : Non terminée;23027;230;Benzène, Cuivre (Cu), Éthylbenzène, Nickel (Ni), Plomb (Pb), Toluène, Xylènes (o,m,p), Zinc (Zn),;Benzène, Éthylbenzène, Plomb (Pb), Toluène, Xylènes (o,m,p),;46.824171;-71.242491
8610;4;ALERIS Laminoir C-875 - PR-2;"290, rue Saint-Laurent
Trois-Rivières";R : Non terminée;37067;371;0;Hydrocarbures pétroliers C10 à C50,;46.3689622016;-72.5178302912
8611;4;ALERIS - Laminoir C-300 - PR-3;"290, rue Saint-Laurent
Trois-Rivières";R : Non terminée;37067;371;0;Hydrocarbures pétroliers C10 à C50,;46.3689622016;-72.5178302912
8612;4;ALERIS Zone 5;"290, rue Saint-Laurent
Trois-Rivières";R : Non terminée;37067;371;0;Hydrocarbures pétroliers C10 à C50,;46.3689622016;-72.5178302912
8614;17;Métal Blondeau inc.;"47, rue Demers O.
Princeville 
";R : Non terminée;32033;320;Hydrocarbures pétroliers C10 à C50,;0;46.1756027188;-71.8811166743
8615;4;Station-service Olco 44-160;"31, route 155 Nord
La Tuque";R : Non terminée;90012;900;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;47.4625;-72.7583333333
8616;6;16e Avenue entre les rues Legendre et de Louvain;;R : Non terminée;66023;660;Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Chrysène, Dibenzo(a,l)pyrène, Indéno(1,2,3-cd)pyrène, Phénanthrène,;0;45.5750222222;-73.6264777778
8617;16;Eastern Township schoolboard;81 rue Victoria, Lac Brome;R : Non terminée;46075;460;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.2203;-72.5164
8618;6;Rue Champagne entre les rues Ontario et Rouen;;R : Non terminée;66023;660;Cuivre (Cu), Étain (Sn), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Manganèse (Mn),;0;45.5495388889;-73.5436166667
8619;6;Rue Ontario entre la rue Charlemagne et l'avenue Jeanne-d'Arc;;R : Non terminée;66023;660;Cuivre (Cu),;0;45.5491626003;-73.5419788342
8620;17;Résidence de M. Yvon Poudrier;"364, route 116
Princeville";R : Non terminée;32033;320;Hydrocarbures aromatiques volatiles*,;Hydrocarbures légers*,;46.1933333333;-71.8308333333
8628;6;9052-1170 Québec inc. (Groupe Vespo et anciennement usine Corbec);17, boulevard Saint-Joseph;R : Non terminée;66023;660;Métaux*,;0;45.4399777778;-73.6514416667
8631;16;Station-service Esso (44-5262);"1, chemin des Patriotes
Sorel-Tracy";R : Non terminée;53052;530;Hydrocarbures aromatiques volatiles*,;Hydrocarbures aromatiques volatiles*,;46.0367;-73.1133
8632;11;Bouliane Denis;"708, rue de la Montagne
Murdochville";R : Non terminée;3025;30;Molybdène (Mo),;0;48.957107;-65.492872
8636;4;Ville de Shawinigan (Place du Marché);"563, avenue du Marché
Shawinigan";R : Non terminée;36033;360;Hydrocarbures aromatiques polycycliques*, Métaux*,;0;46.540689;-72.749047
8637;16;"Lots 1 839 979 et 3 372 080
(Développement domicilaire Saint-Simon)";;R : Non terminée;54090;540;Hydrocarbures pétroliers C10 à C50,;0;;
8639;6;"Produits Shell Canada Ltée
(6010, rue Notre-Dame Est)";"6010, rue Notre-Dame Est
Montréal";R : Non terminée;66023;660;Acénaphtène, Benzène, Cuivre (Cu), Fluoranthène, Fluorène, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Naphtalène, Phénanthrène, Plomb (Pb), Soufre total (S), Xylènes (o,m,p),;Acénaphtène, Aluminium (Al), Benzène, Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b + j)fluoranthène, Benzo(k)fluoranthène, Chrysène, Cuivre (Cu), Fluoranthène, Hydrocarbures pétroliers C10 à C50, Indéno(1,2,3-cd)pyrène, Phénanthrène, Plomb (Pb), Zinc (Zn),;45.5686416667;-73.5211472222
8640;9;Aluminerie Alouette inc.;"400, Chemin de la Pointe-Noire
Sept-Îles";R : Non terminée;97007;971;Hydrocarbures aromatiques polycycliques*,;0;50.1588996982;-66.4442697571
8641;7;Jinlili international Trading Ldt.;"35, rue des Chênes
Cantley";R : Non terminée;82020;820;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.5265527778;-75.7601277778
8644;10;Dépôt pétrolier (Salluit);;R : Non terminée;99135;992;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;62.2061111111;-75.6513888889
8645;3;Ancienne briqueterie Citadelle;"111, rue Francheville
Québec";R : Non terminée;23027;230;Benzène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Chrysène, Cuivre (Cu), Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Manganèse (Mn), Méthyl naphtalènes (chacun), Naphtalène, Phénanthrène, Toluène, Xylènes (o,m,p), Zinc (Zn),;Hydrocarbures pétroliers C10 à C50,;46.8633564837;-71.1696968179
8651;6;Centura Québec Limitée;"lots 1 238 052 et 1 238 102
Montréal  
ancien 5825 Côte-de-Liesse
ancien";R : Non terminée;66023;660;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*, Xylènes (o,m,p),;0;45.4935544425;-73.6811142877
8655;13;Rue Salaberry à Laval;;R : Non terminée;65005;650;Hydrocarbures aromatiques polycycliques*,;0;45.5766954948;-73.7225024852
8658;6;Le Groupe en Développement de l'Habitation de Montréal;"2375. 2385. 2395. boul. Henri-Bourassa Est
Montréal";R : Non terminée;66023;660;Benzo(b+j+k)fluoranthène, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun),;0;45.5764021189;-73.6549885391
8661;4;"Marché Champlain (CoopPlus)

1000 et 1006, Rue Notre-Dame, 

Champlain, QC G0X 1C0
";"1006, rue Notre-Dame
Champlain";R : Non terminée;37220;372;Hydrocarbures aromatiques polycycliques*, Métaux*,;0;46.441151;-72.341312
8663;16;Ancienne emprise ferroviaire;Rues Moulin et Saint Georges;R : Non terminée;55023;550;Hydrocarbures aromatiques polycycliques*, Métaux*, Soufre total (S),;0;45.407884;-73.005016
8667;6;Rue Montcalm entre les rues Ontario et Sherbrooke;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*,;0;;
8675;6;Rue des Carrières entre les rues Saint-Hubert et Boyer;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*,;0;;
8677;12;381, route 283 - Saint-Paul-de-Montminy;;R : Non terminée;18030;180;0;Benzène, Cuivre (Cu), Dichloro-1,2 éthane, Éthylbenzène, Nickel (Ni), Plomb (Pb), Toluène, Xylènes (o,m,p),;46.77;-70.3083333333
8685;6;Avenue Summerhill;;R : Non terminée;66023;660;Hydrocarbures pétroliers C10 à C50,;0;;
8687;16;Terrain du puits Taylor;"417, rue de la Cour
Waterloo";R : Non terminée;47025;470;Benzo(a)pyrène, Cadmium (Cd), Hydrocarbures aromatiques polycycliques*, Manganèse (Mn), Trichloroéthylène,;Chlorure de vinyle (chloroéthène), Chrysène, Dibenzo(a,h)anthracène, Dichloro-1,1 éthène, Dichloro-1,2 éthène (cis et trans), Indéno(1,2,3-cd)pyrène, Manganèse (Mn), Naphtalène, Nickel (Ni), Phénanthrène, Tétrachloroéthène, Trichloro-1,1,1 éthane, Trichloro-1,1,2 éthane, Trichloroéthylène,;45.347731662;-72.5125498482
8689;16;Ancienne Croname;"50, rue Taylor
Waterloo";R : Non terminée;47025;470;Cadmium (Cd), Chrome total (Cr), Cuivre (Cu), Zinc (Zn),;Chlorure de vinyle (chloroéthène), Tétrachloroéthène, Trichloroéthylène,;45.3460374649;-72.5128132186
8691;7;Route 148 - Shawville;;R : Non terminée;84010;840;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;45.5994444444;-76.4929111111
8693;17;"Académie des pompiers
Terrain de pratique
Bécancour";"900, avenue Demers
Bécancour (Bécancour)";R : Non terminée;38010;380;Hydrocarbures pétroliers C10 à C50,;0;46.353283762;-72.4219630584
8696;6;Allez Up Communications Financières inc.;;R : Non terminée;66023;660;Arsenic (As), Hydrocarbures aromatiques volatiles*,;0;45.4868658354;-73.5611538349
8697;12;Énergie Verte Appalaches inc.;"60, rue Des Moulins
Saint-Just-de-Bretenières";R : Non terminée;18005;180;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Xylènes (o,m,p),;0;46.5522222222;-70.0758333333
8698;16;Ancien Olco - sous la nouvelle rue Nadar;"rue Lanoue
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures pétroliers C10 à C50,;Manganèse (Mn), Sodium,;45.3133548207;-73.2945555937
8702;6;Pétrolière impériale;"10515, rue Notre-Dame est
Montréal";R : Non terminée;66007;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.6226917536;-73.5037830051
8703;9;Quai fédéral (Transport Canada);;R : Non terminée;96020;960;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;Éthylbenzène,;49.2302656481;-68.1324419337
8705;6;Lot 1246814;;R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;Hydrocarbures aromatiques polycycliques*, Métaux*,;45.4364166667;-73.6807638889
8706;6;Doncar (Canada) inc.;"2200, rue Dickson
Montréal";R : Non terminée;66023;660;Cadmium (Cd), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb),;0;45.5671065596;-73.5333754539
8711;2;Harvey pièces d'autos inc.;"203, Route Principale
Saint-Prime";R : Non terminée;91035;910;Cadmium (Cd), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;48.567139;-72.306568
8714;16;Office municipal d'habitation de la ville de Saint-Hyacinthe - Lot 1 438 632;"1925, rue Pratte, bur. 100
Saint-Hyacinthe";R : Non terminée;54048;540;Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Naphtalène, Phénanthrène, Plomb (Pb),;0;45.6296538889;-72.9457366667
8715;12;Station-service Irving (route Lagueux, secteur Saint-Nicolas);"550, route Lagueux
Lévis (Saint-Nicolas)";R : Non terminée;25213;251;0;0;46.6785;-71.3481388889
8716;6;Modugno-Hortibec inc.;"5800, rue Kieran
Montréal";R : Non terminée;66023;660;Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Chrysène,;0;45.4988344365;-73.7599554382
8718;16;Fondation Source Bleue;"rue de Montbrun,
Boucherville";R : Non terminée;58033;580;Manganèse (Mn),;0;45.595894869;-73.4119483672
8723;3;Expocité - Lot 3965504;;R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50, Métaux*,;0;46.82566;-71.2505
8725;3;Ancien concessionnaire automobile (Roberge);"6964, boulevard Sainte-Anne
L'Ange-Gardien";R : Non terminée;21040;210;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques volatiles*,;46.928829;-71.063435
8726;3;191-195 Chemin Sainte-Foy;;R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;46.804973;-71.229678
8729;15;Poste Arundel (Hydro-Québec);"Rue du Village
Arundel";R : Non terminée;78060;780;Hydrocarbures pétroliers C10 à C50,;Cuivre (Cu),;;
8732;6;rue Brassard;;R : Non terminée;66023;660;Hydrocarbures pétroliers C10 à C50,;0;45.4733436855;-73.5693894861
8735;16;Lots 3 088 373 et 3 088 368;"940, 960, rue Aubry
Saint-Jean-sur-Richelieu";R : Non terminée;56083;560;Hydrocarbures légers*,;Dichlorobenzènes*, Toluène,;45.3053333333;-73.2883333333
8736;16;Rue Gérard-Goulet;;R : Non terminée;47017;470;Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(c)phénanthrène, Benzo(g,h,i)pérylène, Chrysène, Dibenzo(a,h)anthracène, Dibenzo(a,l)pyrène, Fluoranthène, Indéno(1,2,3-cd)pyrène, Phénanthrène, Pyrène,;0;45.413173317;-72.7070706148
8737;16;Résidence de Martin Saurette/Nancy Poulin;"220, rue Dufferin (angle Saint-André)
Granby";R : Non terminée;47017;470;Hydrocarbures aromatiques polycycliques*,;0;45.407785;-72.720253
8739;7;Station-service Ultramar ltée # 41698;"114, rue Montcalm
Gatineau";R : Non terminée;81017;810;Chrysène,;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;45.4284;-75.725
8740;12;Transforce acquisition no. 2 inc.;"5420, route Kennedy
Saint-Georges";R : Non terminée;29073;290;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;46.1558333333;-70.7075
8742;12;Pont de Québec (Rive-Sud);;R : Non terminée;25213;251;Plomb (Pb),;0;46.7426944444;-71.286
8745;1;Garage Rémi Pelletier;"110, route 230 Est
Saint-Philippe-de-Néri";R : Non terminée;14060;140;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;47.46978;-69.88414
8746;6;6832971 Canada inc.;"2985, rue Saint-Patrick
Montréal";R : Non terminée;66023;660;Arsenic (As), Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Cadmium (Cd), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Manganèse (Mn),;0;45.4779327192;-73.5742765773
8748;6;"ArcelorMittal Montreal inc. 
Site au boul. St-Joseph, à Lachine";"303, boul. Saint-Joseph
Lachine";R : Non terminée;66023;660;Huiles usées*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;45.5251641806;-73.5887276719
8750;6;Crown Cork & Seal Canada inc.;"10000, rue Meilleur
Montréal";R : Non terminée;66023;660;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;45.5394083333;-73.6662527778
8753;6;3856941 Canada inc.;"2000-2040, rue William
Montréal";R : Non terminée;66023;660;Arsenic (As), Chrome total (Cr), Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Manganèse (Mn), Sélénium (Se), Soufre total (S),;0;45.4852700012;-73.5686275715
8759;3;Ruisseau du moulin (marais intertidal);;R : Non terminée;23027;230;Arsenic (As), Baryum (Ba), Benzo(a)anthracène, Benzo(a)pyrène, Benzo(b+j+k)fluoranthène, Benzo(g,h,i)pérylène, Cadmium (Cd), Chrysène, Cuivre (Cu), Étain (Sn), Hydrocarbures lourds*, Indéno(1,2,3-cd)pyrène, Manganèse (Mn), Phénanthrène, Plomb (Pb), Soufre total (S), Zinc (Zn),;0;46.8438805556;-71.2043333333
